Expert_ID,Q_ID,SPP_ID,Q5th,Q50th,Q95th
13,3A,20,3,8,20
15,3A,20,4,7,10
16,3A,20,6,16,20
17,3A,20,3,5,10
5,3A,21,1.2,2,2.8
7,3A,21,0.4,2.4,10
9,3A,21,0.2,2.4,4
11,3A,21,0.16,2.4,8
13,3A,21,0.4,3,6
17,3A,21,1.6,2.4,2.8
1,3A,22,0.06,0.1,0.6
2,3A,22,0.02,0.1,0.5
3,3A,22,0.4,1.2,2
4,3A,22,0.04,0.28,0.36
5,3A,22,0.1,0.4,0.8
6,3A,22,0.02,0.2,1
7,3A,22,0.02,0.1,0.6
9,3A,22,0.04,0.16,0.3
10,3A,22,0.02,0.2,1
11,3A,22,0.04,0.12,0.2
12,3A,22,0.1,0.2,0.4
13,3A,22,0.1,0.2,0.4
14,3A,22,0.01,0.08,0.2
15,3A,22,0.16,0.23,0.3
16,3A,22,0.1,0.6,1
17,3A,22,0.04,0.08,0.2
5,3A,23,20,100,200
9,3A,23,10,60,100
13,3A,23,40,100,400
17,3A,23,100,300,600
5,3A,24,0.4,4,8
7,3A,24,0.4,2.8,6
9,3A,24,0.4,4,8
13,3A,24,0.8,3,6
17,3A,24,0.8,2.4,6
1,3A,25,2,6,20
2,3A,25,0.8,2.4,6
3,3A,25,0.12,4,6
4,3A,25,1.6,2,3.2
5,3A,25,0.4,1.2,4
6,3A,25,2,2.8,4.8
7,3A,25,0.4,2.8,6
9,3A,25,1.2,2,4
10,3A,25,2,2.8,4
11,3A,25,0.4,1.6,12
12,3A,25,2,2.4,4
13,3A,25,2,3,6
14,3A,25,0.4,1.2,12
15,3A,25,2,3,4
16,3A,25,0.8,1.6,3.6
17,3A,25,0.4,2,6
4,3A,26,3,4.4,6
8,3A,26,10,12,20
1,3A,27,10,600,1200
3,3A,27,50,160,200
4,3A,27,200,400,600
5,3A,27,200,400,800
6,3A,27,40,160,200
8,3A,27,40,100,120
9,3A,27,100,500,600
10,3A,27,100,400,600
11,3A,27,100,200,400
12,3A,27,500,800,2000
13,3A,27,200,600,1000
15,3A,27,500,600,700
16,3A,27,100,160,400
17,3A,27,200,400,800
2,3A,28,40,120,200
3,3A,28,40,50,60
4,3A,28,200,300,400
5,3A,28,2,3,5
6,3A,28,100,300,600
7,3A,28,200,300,400
8,3A,28,0.1,1,3
9,3A,28,10,35,50
10,3A,28,100,300,600
11,3A,28,100,250,500
12,3A,28,200,300,500
13,3A,28,50,100,250
14,3A,28,1,100,1000
15,3A,28,300,450,600
16,3A,28,150,200,300
17,3A,28,100,150,300
4,3A,29,24,35,50
8,3A,29,1.8,3,4.2
14,3A,29,2,3000,10000
1,3A,30,2,6,30
2,3A,30,0.1,1.5,7.5
3,3A,30,2,8,10
4,3A,30,0.4,0.6,1
5,3A,30,0.1,0.2,1
6,3A,30,0.1,0.5,4
7,3A,30,0.3,1,4
8,3A,30,0.2,3.5,7
9,3A,30,0.5,1.5,2
10,3A,30,0.1,0.5,4
11,3A,30,0.3,1.2,2.5
12,3A,30,0.1,0.3,0.5
13,3A,30,0.5,1.5,2
14,3A,30,0.1,0.3,1.5
16,3A,30,1,3,5
17,3A,30,0.5,2,4
1,3A,31,10,60,200
2,3A,31,2,10,20
3,3A,31,5,16,20
4,3A,31,1,2,4
5,3A,31,1,10,40
6,3A,31,6,10,60
7,3A,31,0.2,6,100
9,3A,31,4,6,10
10,3A,31,6,10,60
11,3A,31,1,4,6
12,3A,31,1,3,5
13,3A,31,2,4,20
14,3A,31,0.2,20,200
15,3A,31,2,3,4
16,3A,31,4,10,60
17,3A,31,2,4,6
1,3A,32,2,8,40
2,3A,32,0.4,2,4
3,3A,32,20,92,100
4,3A,32,0.4,1,1.6
5,3A,32,0.2,0.8,2
6,3A,32,0.2,1.2,4
7,3A,32,0.8,2,4
8,3A,32,1.2,4,6
9,3A,32,400,800,1200
10,3A,32,0.2,0.8,4
11,3A,32,0.8,2.4,4
12,3A,32,0.8,1.6,2.4
13,3A,32,0.4,4,12
14,3A,32,0.04,1.2,12
16,3A,32,0.6,1.6,2.8
17,3A,32,0.8,1.6,2.8
2,3A,33,1.5,5,12.5
3,3A,33,1,2.5,5
4,3A,33,0.1,0.3,0.8
5,3A,33,0.1,0.5,2
6,3A,33,10,20,50
7,3A,33,1.5,5,12.5
9,3A,33,10,20,25
10,3A,33,10,20,50
11,3A,33,2,5,12
12,3A,33,12,15,20
13,3A,33,7.5,10,20
14,3A,33,0.1,6,20
15,3A,33,3,4,8
17,3A,33,1,4,10
1,3A,34,0.8,2,12
2,3A,34,0.2,0.6,0.8
3,3A,34,0.8,2.4,4
4,3A,34,0.8,1.2,2
5,3A,34,0.04,0.16,0.4
6,3A,34,0.04,4,20
7,3A,34,0.4,1,2.4
8,3A,34,0.8,2.8,4
9,3A,34,800,1600,2800
10,3A,34,0.04,4,20
11,3A,34,0.4,1,2.4
12,3A,34,0.08,0.32,0.6
13,3A,34,0.4,0.8,2
14,3A,34,0.04,2,4
16,3A,34,0.2,0.4,2
17,3A,34,0.24,0.8,1.8
3,3A,35,100,290,300
4,3A,35,2,16,20
5,3A,35,4,10,100
6,3A,35,20,60,70
8,3A,35,20,40,80
9,3A,35,10,40,60
13,3A,35,200,500,1000
1,3A,36,1,10,100
2,3A,36,2,10,100
3,3A,36,2,16,20
4,3A,36,24,28,44
5,3A,36,2,4,20
6,3A,36,1,10,16
7,3A,36,0.2,4,40
8,3A,36,10,20,40
9,3A,36,4000,10000,20000
10,3A,36,1,10,16
11,3A,36,6,10,20
12,3A,36,20,30,40
13,3A,36,5,20,100
14,3A,36,0.4,4,40
16,3A,36,2,8,16
17,3A,36,6,16,30
4,3A,37,8,24,40
6,3A,37,10,12,24
5,3B,1,10,40,60
7,3B,1,10,50,100
9,3B,1,10,40,60
11,3B,1,2,10,60
13,3B,1,10,15,30
17,3B,1,16,25,50
1,3B,2,100000,1000000,8000000
2,3B,2,1500000,1700000,1900000
3,3B,2,800000,1500000,1600000
5,3B,2,40000,100000,200000
6,3B,2,10000,12000,20000
7,3B,2,1500000,1600000,2500000
9,3B,2,200000,1000000,15000000
10,3B,2,400000,1000000,3400000
11,3B,2,500000,1200000,1500000
12,3B,2,100000,200000,1400000
13,3B,2,600000,1200000,3200000
14,3B,2,0,1500000,100000000
15,3B,2,1500000,2250000,3000000
16,3B,2,50000,500000,1000000
17,3B,2,160000,180000,210000
2,3B,3,20,110,200
3,3B,3,100,240,260
4,3B,3,10,100,200
5,3B,3,10,15,40
6,3B,3,40,400,800
9,3B,3,20,200,300
10,3B,3,40,2000,10000
11,3B,3,200,400,1000
12,3B,3,40,80,100
13,3B,3,100,200,400
15,3B,3,60,80,100
16,3B,3,1800,3000,4200
3,3B,4,10,70,90
4,3B,4,8,24,60
5,3B,4,0.2,2,10
6,3B,4,2,8,10
8,3B,4,10,20,40
9,3B,4,10,12,20
13,3B,4,10,30,80
1,3B,5,1,2,4
3,3B,5,1,5,8
5,3B,5,0.2,0.4,1.6
6,3B,5,0.1,0.2,0.8
7,3B,5,0.3,1,2
9,3B,5,0.2,0.3,0.4
10,3B,5,0.1,0.2,2
11,3B,5,0.6,2,8
12,3B,5,0.04,0.12,0.4
13,3B,5,0.1,0.2,0.4
14,3B,5,0.1,0.4,2
16,3B,5,0.04,0.12,0.24
17,3B,5,0.6,0.8,2.4
3,3B,6,5,15,17
5,3B,6,1,4,10
6,3B,6,4,20,40
9,3B,6,10,12,20
1,3B,7,2,40,60
2,3B,7,10,50,100
3,3B,7,5,30,35
4,3B,7,20,75,100
5,3B,7,0.5,1,4
6,3B,7,3,20,60
7,3B,7,10,40,100
9,3B,7,30,40,50
10,3B,7,4,15,80
11,3B,7,20,40,100
12,3B,7,10,25,70
13,3B,7,5,20,100
14,3B,7,1,10,200
15,3B,7,10,55,100
16,3B,7,3,8,30
17,3B,7,70,70,90
1,3B,8,0.2,0.6,1.2
2,3B,8,0.02,0.1,0.8
3,3B,8,0.2,1.1,1.2
4,3B,8,0.12,0.2,0.36
5,3B,8,0.02,0.1,0.2
6,3B,8,0.02,0.1,0.5
7,3B,8,0.06,0.3,1
8,3B,8,0.02,0.2,0.8
9,3B,8,0.02,0.1,0.14
10,3B,8,0.02,0.1,0.4
11,3B,8,0.06,0.2,0.3
12,3B,8,0.04,0.14,0.2
13,3B,8,0.02,0.16,0.4
14,3B,8,0.04,3.2,70
16,3B,8,0.04,0.4,0.7
17,3B,8,0.06,0.1,0.3
5,3B,9,1,4,10
7,3B,9,0.4,8,30
9,3B,9,2,40,100
11,3B,9,0.2,10,30
17,3B,9,4,5,14
1,3B,10,4,40,80
2,3B,10,4,10,40
3,3B,10,10,60,70
4,3B,10,200,210,240
5,3B,10,2,20,100
6,3B,10,8,50,70
7,3B,10,1,8,20
8,3B,10,6,7,10
9,3B,10,10,50,80
10,3B,10,10,50,100
11,3B,10,6,12,50
12,3B,10,10,40,80
13,3B,10,20,80,140
14,3B,10,0.2,6,200
16,3B,10,16,30,60
17,3B,10,6,10,16
1,3B,12,0,80,140
2,3B,12,8,40,70
3,3B,12,20,120,160
4,3B,12,6,10,20
5,3B,12,4,10,40
6,3B,12,6,12,30
7,3B,12,0,40,100
8,3B,12,10,20,30
9,3B,12,10,60,100
10,3B,12,10,80,200
11,3B,12,4,20,100
12,3B,12,20,40,100
13,3B,12,10,40,200
14,3B,12,0,200,1000
15,3B,12,10,75,140
16,3B,12,0,16,40
17,3B,12,15,30,60
5,3B,14,0.02,0.08,0.4
7,3B,14,0.04,0.3,1
9,3B,14,0.1,0.34,0.5
11,3B,14,0.04,0.1,0.3
13,3B,14,0.06,0.1,0.3
17,3B,14,0.02,0.08,0.12
1,3B,15,0.2,2,10
2,3B,15,20,60,80
3,3B,15,2,3,5
4,3B,15,0.4,0.8,1.2
5,3B,15,0.5,2,5
6,3B,15,10,15,20
7,3B,15,10,30,50
8,3B,15,0.1,0.5,1
9,3B,15,5,30,80
10,3B,15,50,90,300
11,3B,15,0.2,0.5,2
12,3B,15,4,10,20
13,3B,15,3,25,100
14,3B,15,0.2,500,1000
15,3B,15,1,1.5,2
16,3B,15,8,20,55
17,3B,15,6,10,20
1,3B,16,2,20,40
2,3B,16,0.4,0.6,2
3,3B,16,4,24,40
4,3B,16,0.08,0.4,0.6
5,3B,16,0.4,1.2,4
6,3B,16,1.2,2,20
9,3B,16,4,8,12
10,3B,16,1.2,2,20
11,3B,16,6,12,20
12,3B,16,1.6,4,8
13,3B,16,0.2,0.6,1.2
16,3B,16,4,8,12
17,3B,16,4,12,20
1,3B,17,5,15,250
2,3B,17,50,130,200
3,3B,17,50,210,250
4,3B,17,0.5,3.5,5
5,3B,17,0.5,20,50
6,3B,17,10,40,90
7,3B,17,0,200,250
9,3B,17,40,100,120
10,3B,17,10,40,90
11,3B,17,0,80,300
12,3B,17,80,120,160
13,3B,17,10,75,200
14,3B,17,0.1,70,1000
15,3B,17,100,125,150
16,3B,17,20,60,180
17,3B,17,50,65,100
1,3B,19,40,160,400
2,3B,19,10,50,160
3,3B,19,50,120,180
5,3B,19,2,20,100
7,3B,19,10,100,500
9,3B,19,80,200,1400
11,3B,19,6,12,20
12,3B,19,10,60,100
13,3B,19,20,150,600
14,3B,19,2,40,600
15,3B,19,40,50,60
16,3B,19,10,36,44
17,3B,19,10,20,26
2,3B,20,2,7,20
3,3B,20,60,220,250
4,3B,20,8,16,20
5,3B,20,0.2,20,100
6,3B,20,5,8,10
7,3B,20,0.2,6,20
8,3B,20,40,80,120
9,3B,20,10,100,200
10,3B,20,10,20,60
11,3B,20,6,8,10
12,3B,20,4,7,16
13,3B,20,3,8,20
15,3B,20,8,11,14
16,3B,20,6,12,20
17,3B,20,3,5,12
5,3B,21,1.2,2,2.8
7,3B,21,0.4,2.4,10
9,3B,21,0.16,2,3.2
11,3B,21,0.16,3.2,8
13,3B,21,0.4,3,6
17,3B,21,1.2,1.8,2.8
1,3B,22,0,0.06,0.2
2,3B,22,0.02,0.1,0.5
3,3B,22,0.4,1,2
4,3B,22,0.04,0.2,0.28
5,3B,22,0.1,0.4,0.8
6,3B,22,0.02,0.2,1
7,3B,22,0.02,0.1,0.6
9,3B,22,0.04,0.08,0.16
10,3B,22,0.02,0.2,1
11,3B,22,0.04,0.08,0.12
12,3B,22,0.1,0.18,0.36
13,3B,22,0.1,0.2,0.4
14,3B,22,0.002,0.08,0.3
15,3B,22,0.16,0.23,0.3
16,3B,22,0.04,0.4,1
17,3B,22,0.04,0.08,0.14
5,3B,23,20,100,200
9,3B,23,10,60,100
13,3B,23,40,100,400
17,3B,23,160,340,500
5,3B,24,0.32,3.2,6
7,3B,24,0.4,2.8,6
9,3B,24,0.2,4,6
13,3B,24,0.8,3,6
17,3B,24,0.8,1.4,5.2
1,3B,25,2,6,20
2,3B,25,0.8,2,6
3,3B,25,0.12,5.4,5.6
4,3B,25,1.6,2,2.8
5,3B,25,0.28,0.8,2.8
6,3B,25,1.2,2.4,3.2
7,3B,25,0.4,2.8,6
9,3B,25,0.8,1.6,3.6
10,3B,25,1.6,2.4,3.6
11,3B,25,0.4,1.2,12
12,3B,25,1.2,2,3.2
13,3B,25,2,3,6
14,3B,25,0.2,1.2,12
15,3B,25,1.6,2.6,3.6
16,3B,25,0.4,1.6,3.6
17,3B,25,0.4,1.2,4
4,3B,26,2.4,4,5
8,3B,26,4,6,10
1,3B,27,10,600,1200
3,3B,27,20,120,160
4,3B,27,200,400,600
5,3B,27,200,400,800
6,3B,27,70,180,200
8,3B,27,40,80,120
9,3B,27,100,500,600
10,3B,27,96,360,560
11,3B,27,100,180,400
12,3B,27,300,600,1600
13,3B,27,200,600,1000
15,3B,27,500,600,700
16,3B,27,60,120,400
17,3B,27,200,300,600
2,3B,28,40,120,200
3,3B,28,35,45,50
4,3B,28,200,300,400
5,3B,28,2,3,5
6,3B,28,100,200,500
7,3B,28,150,300,400
8,3B,28,0.1,0.5,2
9,3B,28,10,35,50
10,3B,28,100,200,500
11,3B,28,100,150,500
12,3B,28,100,200,400
13,3B,28,50,100,250
14,3B,28,2,150,1000
15,3B,28,150,275,400
16,3B,28,50,150,280
17,3B,28,80,150,250
4,3B,29,24,40,60
8,3B,29,0.8,2,3
14,3B,29,3,4000,20000
1,3B,30,0,6,30
2,3B,30,0.1,1.5,7.5
3,3B,30,1,5.5,6
4,3B,30,0.2,0.4,0.8
5,3B,30,0.1,0.2,1
6,3B,30,0.1,0.1,2
7,3B,30,0,0.5,4
8,3B,30,0.1,1.5,5
9,3B,30,0,0.3,0.5
10,3B,30,0.1,0.1,2
11,3B,30,0,0.5,2.5
13,3B,30,0.5,1,1.5
16,3B,30,0,4,12
17,3B,30,0.5,1.5,2.5
1,3B,31,20,160,240
2,3B,31,2,10,20
3,3B,31,2,13,16
4,3B,31,0.2,0.2,0.4
5,3B,31,1,10,40
6,3B,31,6,10,100
7,3B,31,0.2,6,100
9,3B,31,4,6,10
10,3B,31,6,10,100
11,3B,31,2,4,10
12,3B,31,1,3,5
13,3B,31,2,4,20
14,3B,31,0.2,20,400
15,3B,31,2,3,4
16,3B,31,3,8,70
17,3B,31,2,4,6
1,3B,32,0.4,4,12
2,3B,32,0.4,2,4
3,3B,32,12,80,92
4,3B,32,0.24,0.48,1.2
5,3B,32,0.2,0.8,2
6,3B,32,0.04,0.6,2.8
7,3B,32,0.8,2,4
8,3B,32,1.2,4,6
9,3B,32,400,600,800
10,3B,32,0.04,0.6,2.8
11,3B,32,1.2,2,4.8
12,3B,32,0.8,1.2,2
13,3B,32,0.4,4,12
14,3B,32,0.04,2,20
16,3B,32,0.6,1.2,3.2
17,3B,32,1,1.6,2.8
2,3B,33,1.5,3,8
3,3B,33,0.5,1,2.5
4,3B,33,0.1,0.2,0.4
5,3B,33,0.1,0.5,2
6,3B,33,8,10,40
7,3B,33,1.5,3,10
8,3B,33,5,10,20
9,3B,33,5,10,15
10,3B,33,8,10,40
11,3B,33,1,3,12
12,3B,33,3,5,10
13,3B,33,5,7.5,15
15,3B,33,1.5,2,4
17,3B,33,1,3,8
1,3B,34,0.8,2,12
2,3B,34,0.2,0.6,0.8
3,3B,34,0.8,2.4,4
4,3B,34,0.4,0.72,1.2
5,3B,34,0.04,0.16,0.4
6,3B,34,0.2,8,20
7,3B,34,0.6,1.6,4
8,3B,34,0.8,2,4
9,3B,34,800,1600,2800
10,3B,34,0.2,8,20
11,3B,34,0.4,1.6,3.2
12,3B,34,0.08,0.32,0.6
13,3B,34,0.4,0.8,2
14,3B,34,0.04,3,6
16,3B,34,0.2,0.6,2
17,3B,34,0.6,1,2.4
3,3B,35,60,250,290
5,3B,35,4,10,100
6,3B,35,10,20,30
8,3B,35,20,40,80
9,3B,35,10,40,60
13,3B,35,200,500,1000
1,3B,36,0.4,6,60
2,3B,36,2,10,100
3,3B,36,1,12,16
4,3B,36,8,20,36
5,3B,36,2,4,20
6,3B,36,2,2,16
7,3B,36,0.2,3,40
8,3B,36,4,25,30
9,3B,36,4000,8000,16000
10,3B,36,2,2,16
11,3B,36,4,10,20
12,3B,36,10,14,30
13,3B,36,5,16,100
14,3B,36,0.2,4,100
16,3B,36,1.2,8,16
17,3B,36,8,16,60
6,3B,37,6,8,12
18,3A,1,1,4,6
18,3A,9,1,2,4
18,3A,14,0.02,0.04,0.08
18,3A,21,0.2,0.4,0.6
18,3A,23,26,28,30
18,3A,24,0.12,0.2,0.32
18,3B,1,1,4,6
18,3B,9,0.6,1.6,3
18,3B,14,0.02,0.04,0.08
18,3B,21,0.2,0.4,0.6
18,3B,23,14,18,24
18,3B,24,0.12,0.2,0.32
