Expert_ID,Expert_type,Q_ID,Q5th,Q50th,Q95th
105,Expert,QI_60,0.714285714,2,5.857142857
105,Expert,QI_61,0.0001,4,5.8
105,Expert,QI_62,1.142857143,5,11.42857143
105,Expert,QI_63,0.4,4,14.8
105,Expert,QI_64,0.0001,4,14.8
105,Expert,QI_65,0.0001,4,13
105,Expert,QI_66,0.0001,8,20.6
105,Expert,QI_67,1.428571429,4,18.14285714
105,Expert,QI_68,0.6,6,13.2
105,Expert,QI_69,0.0001,10,47.5
105,Expert,QI_70,13,40,94
105,Expert,QI_71,0.0001,0.5,5
105,Expert,QI_72,0.1,1,4.6
105,Expert,QI_73,0.0001,1,8.2
105,Expert,QI_74,2.6,8,20.6
105,Expert,QI_75,0.0001,2,7.4
105,Expert,QI_76,2.428571429,5,11.42857143
105,Expert,QI_77,3.5,8,18.5
105,Expert,QI_78,0.0001,2,3.8
105,Expert,QI_79,3.4,7,30.4
105,Expert,QI_80,0.0001,0.1,1.72
105,Expert,QI_81,2.2,4,7.6
105,Expert,QI_82,0.4,4,11.2
105,Expert,QI_83,0.0001,3,24
105,Expert,QI_84,1.714285714,3,12
105,Expert,QI_85,1.2,3,6.6
105,Expert,QI_86,3.329180749,19.66666667,47.08968678
105,Expert,QI_87,0.01,0.1,1.72
105,Expert,QI_88,0.1,1,4.6
105,Expert,QI_89,0.0001,5,10.4
105,Expert,QI_90,2.4,15,42
105,Expert,QI_91,0.0001,1,4.6
105,Expert,QI_92,0.428571429,3,9.428571429
105,Expert,QI_93,7.5,15,30
105,Expert,QI_94,0.0001,1,2.8
105,Expert,QI_95,1.4,5,14
105,Expert,QI_96,0.01,0.1,0.82
105,Expert,QI_97,3.4,7,12.4
105,Expert,QI_98,0.4,4,11.2
105,Expert,QI_99,0.0001,3,24
105,Expert,QI_100,1.2,3,15.6
105,Expert,QI_101,0.6,1.5,4.2
105,Expert,QI_102,2.359785714,17.29166667,41.0205101
105,Expert,QI_103,0.00005,0.0002,0.0074
105,Expert,QI_104,0.0005,0.002,0.074
105,Expert,QI_105,7.429142857,18.998,26.71485714
105,Expert,QI_106,21,30,39
105,Expert,QI_107,32.4,45,54
105,Expert,QI_108,4.2,6,9.6
105,Expert,QI_109,0.6,1.5,4.2
105,Expert,QI_110,0.6,1.5,2.4
105,Expert,QI_111,1.5,3,3.01
105,Expert,QI_112,0.0001,4,16
105,Expert,QI_113,0.0001,1,2.8
105,Expert,QI_114,0.0001,1,4.6
105,Expert,QI_115,0.0001,2,7.4
105,Expert,QI_116,1.428571429,4,9.142857143
105,Expert,QI_117,3.125,20,31.25
105,Expert,QI_118,0.2,2,7.4
105,Expert,QI_119,0.0001,1,6.4
105,Expert,QI_120,3.4,7,12.4
105,Expert,QI_121,0.0001,30,52.5
105,Expert,QI_122,2.4,15,24
105,Expert,QI_123,0.2,2,9.2
105,Expert,QI_124,0.0001,5,14
105,Expert,QI_125,0.0001,15,42
105,Expert,QI_126,1.4,5,10.4
105,Expert,QI_127,1,10,46
105,Expert,QI_128,0.0001,10,21.25
105,Expert,QI_129,0.0001,0.5,1.4
105,Expert,QI_130,2.2,4,11.2
105,Expert,QI_131,8,35,80
105,Expert,QI_132,7.5,15,22.5
105,Expert,QI_133,0.0001,5,16.25
105,Expert,QI_134,0.0001,0.05,0.14
105,Expert,QI_135,0.0001,5,32
105,Expert,QI_136,1.6,7,12.4
105,Expert,QI_137,0.0001,5,36.5
105,Expert,QI_138,0.0001,1,2.8
105,Expert,QI_139,0.0001,2,5.6
105,Expert,QI_140,0.0001,2,7.4
105,Expert,QI_141,1.5,6,15
105,Expert,QI_142,0.0001,15,33
105,Expert,QI_143,0.2,2,7.4
105,Expert,QI_144,0.0001,1,2.8
105,Expert,QI_145,3.4,7,12.4
105,Expert,QI_146,0.0001,40,62.5
105,Expert,QI_147,2,20,29
105,Expert,QI_148,0.0001,1,6.4
105,Expert,QI_149,0.0001,2,7.4
105,Expert,QI_150,2.6,8,20.6
105,Expert,QI_151,0.2,2,5.6
105,Expert,QI_152,0.0001,15,71.25
105,Expert,QI_153,0.0001,10,25
105,Expert,QI_154,0.01,0.1,0.28
105,Expert,QI_155,0.2,2,9.2
105,Expert,QI_156,8,35,80
105,Expert,QI_157,6.4,10,19
105,Expert,QI_158,0.0001,5,20
105,Expert,QI_159,0.0001,0.05,0.14
105,Expert,QI_160,0.0001,10,37
105,Expert,QI_161,8.4,12,26.4
106,Expert,CAL_3,487.5,600,712.5
106,Expert,CAL_7,487.5,600,768.75
106,Expert,CAL_8,285.7142857,350,542.8571429
106,Expert,CAL_9,478.5714286,575,671.4285714
106,Expert,CAL_11,357.1428571,550,742.8571429
106,Expert,CAL_13,555.2631579,650,744.7368421
106,Expert,CAL_14,537.5,650,762.5
106,Expert,CAL_15,421.4285714,550,678.5714286
106,Expert,CAL_16,80.78947368,95,97.84210526
106,Expert,CAL_17,0.121052632,0.5,0.973684211
106,Expert,CAL_19,10,40,60
106,Expert,CAL_20,0.1,0.5,1
106,Expert,CAL_21,6.875,35,51.875
106,Expert,CAL_25,14.28571429,40,65.71428571
106,Expert,CAL_27,14.28571429,40,52.85714286
106,Expert,QI_31,20,60,95
106,Expert,QI_32,0.0001,1,11.125
106,Expert,QI_33,0.0875,0.2,1.1
106,Expert,QI_34,0.0001,0.1,0.26875
106,Expert,QI_35,0.0875,0.2,1.1
106,Expert,QI_36,17.5,40,62.5
106,Expert,QI_37,0.1,6,30
106,Expert,QI_38,0.01,0.2,1
106,Expert,QI_39,0.0001,15,37.5
106,Expert,QI_40,0.0001,0.2,3.35
106,Expert,QI_41,0.05,0.5,5.5625
106,Expert,QI_42,0.075,0.3,5.5875
106,Expert,QI_43,0.375,6,21.75
106,Expert,QI_44,0.0001,25,41.875
106,Expert,QI_45,0.0001,5,21.875
106,Expert,QI_46,10,30,70
106,Expert,QI_47,0.0001,2,5.375
106,Expert,QI_48,0.0001,1,5.5
106,Expert,QI_49,8.75,20,31.25
106,Expert,QI_50,0.0001,3,12
106,Expert,QI_51,16.25,50,99.9999
106,Expert,QI_52,0.0001,1,11.125
106,Expert,QI_53,0.0875,0.2,1.1
106,Expert,QI_54,0.0001,0.1,0.26875
106,Expert,QI_55,0.099,0.1,1.1125
106,Expert,QI_56,16.25,50,72.5
106,Expert,QI_57,0.0001,5,33.125
106,Expert,QI_58,0.0001,0.1,1.1125
106,Expert,QI_59,0.0001,12,39
106,Expert,QI_60,0.0001,0.2,3.35
106,Expert,QI_61,0.0001,0.7,7.15
106,Expert,QI_62,0.0001,0.4,7.3
106,Expert,QI_63,0.428571429,3,24.85714286
106,Expert,QI_64,0.0001,25,44.28571429
106,Expert,QI_65,0.0001,3,24.85714286
106,Expert,QI_66,6.875,35,74.375
106,Expert,QI_67,0.0001,1,6.142857143
106,Expert,QI_68,0.1,2,5
106,Expert,QI_69,7.5,30,41.25
106,Expert,QI_70,0.0001,3,12
106,Expert,QI_71,1,15,25
106,Expert,QI_72,0.01,0.1,0.5
106,Expert,QI_73,0.1,1,5
106,Expert,QI_74,1,3,15
106,Expert,QI_75,0.1,1,2
106,Expert,QI_76,1,6,20
106,Expert,QI_77,1,3,8
106,Expert,QI_78,0.1,1,5
106,Expert,QI_79,2,20,40
106,Expert,QI_80,0.1,0.5,5
106,Expert,QI_81,0.1,0.5,5
106,Expert,QI_82,0.1,1,6
106,Expert,QI_83,1,10,30
106,Expert,QI_84,30,80,99.9999
106,Expert,QI_85,10,35,60
106,Expert,QI_86,10,20,60
106,Expert,QI_87,1,10,25
106,Expert,QI_88,0.01,0.1,0.5
106,Expert,QI_89,0.1,1,5
106,Expert,QI_90,1,2,15
106,Expert,QI_91,0.1,1,2
106,Expert,QI_92,1,10,20
106,Expert,QI_93,1,4,8
106,Expert,QI_94,0.1,0.5,5
106,Expert,QI_95,2,15,40
106,Expert,QI_96,0.1,0.3,5
106,Expert,QI_97,0.1,1,5
106,Expert,QI_98,0.1,1.5,6
106,Expert,QI_99,1,15,30
106,Expert,QI_100,30,75,99.9999
106,Expert,QI_101,10,25,60
106,Expert,QI_102,10,15,60
106,Expert,QI_103,0.05,0.07,0.1
106,Expert,QI_104,0.001,0.4,0.8
106,Expert,QI_105,15,20,30
106,Expert,QI_106,20,24,30
106,Expert,QI_107,25,42.6,50
106,Expert,QI_108,5,12,15
106,Expert,QI_109,2,3,5
106,Expert,QI_110,1.99,2,5
106,Expert,QI_111,4,8,12
106,Expert,QI_112,0.1,1,5
106,Expert,QI_113,0.01,0.1,2
106,Expert,QI_114,1,15,40
106,Expert,QI_115,0.01,0.5,2
106,Expert,QI_116,1,5,25
106,Expert,QI_117,1,25,60
106,Expert,QI_118,0.01,2,10
106,Expert,QI_119,0.1,5,10
106,Expert,QI_120,5,35,70
106,Expert,QI_121,0.001,0.01,1
106,Expert,QI_122,5,35,60
106,Expert,QI_123,0.1,1,5
106,Expert,QI_124,0.1,1,10
106,Expert,QI_125,25,50,70
106,Expert,QI_126,0.1,5,20
106,Expert,QI_127,0.1,5,20
106,Expert,QI_128,10,35,60
106,Expert,QI_129,0.01,0.1,1
106,Expert,QI_130,0.1,2,10
106,Expert,QI_131,5,20,60
106,Expert,QI_132,10,25,50
106,Expert,QI_133,5,20,50
106,Expert,QI_134,0.01,5,15
106,Expert,QI_135,1,20,50
106,Expert,QI_136,1,10,30
106,Expert,QI_137,0.1,0.5,4
106,Expert,QI_138,0.01,0.1,2
106,Expert,QI_139,1,10,40
106,Expert,QI_140,0.01,0.5,2
106,Expert,QI_141,1,8,30
106,Expert,QI_142,1,20,60
106,Expert,QI_143,0.01,1.5,10
106,Expert,QI_144,0.1,7,15
106,Expert,QI_145,5,35,70
106,Expert,QI_146,0.001,0.01,1
106,Expert,QI_147,5,45,60
106,Expert,QI_148,0.1,0.5,3
106,Expert,QI_149,0.1,2,10
106,Expert,QI_150,25,55,70
106,Expert,QI_151,0.1,3,20
106,Expert,QI_152,0.1,7,20
106,Expert,QI_153,10,40,60
106,Expert,QI_154,0.01,0.1,1
106,Expert,QI_155,0.1,2,10
106,Expert,QI_156,5,30,60
106,Expert,QI_157,10,30,50
106,Expert,QI_158,5,25,50
106,Expert,QI_159,0.01,7,15
106,Expert,QI_160,1,30,50
106,Expert,QI_161,1,8,30
107,Expert,CAL_3,300,650,1000
107,Expert,CAL_7,200,400,600
107,Expert,CAL_8,100,200,400
107,Expert,CAL_9,100,150,400
107,Expert,CAL_11,350,550,700
107,Expert,CAL_13,200,400,550
107,Expert,CAL_14,300,500,950
107,Expert,CAL_15,400,600,1000
107,Expert,CAL_16,12,35,80
107,Expert,CAL_17,0.5,1,5
107,Expert,CAL_19,1.625,5,16.25
107,Expert,CAL_20,0.2,1,5
107,Expert,CAL_21,2,8,15
107,Expert,CAL_25,2,5,20
107,Expert,CAL_27,2,8,20
107,Expert,QI_31,8,30,65
107,Expert,QI_32,2.375,8,12.5
107,Expert,QI_33,0.1625,0.5,5.5625
107,Expert,QI_34,0.1,1,4.375
107,Expert,QI_35,0.875,2,5.375
107,Expert,QI_36,3,10,30
107,Expert,QI_37,0.25,7,12.625
107,Expert,QI_38,0.5,1,5
107,Expert,QI_39,0.071428571,2,8.428571429
107,Expert,QI_40,0.357142857,1,15.14285714
107,Expert,QI_41,0.0001,2,4.571428571
107,Expert,QI_42,0.0001,3,12
107,Expert,QI_43,0.0001,8,17
107,Expert,QI_44,2.857142857,8,29.85714286
107,Expert,QI_45,0.0001,2,7.142857143
107,Expert,QI_46,6,20,35
107,Expert,QI_47,0.75,3,6.375
107,Expert,QI_48,0.3125,2,5.375
107,Expert,QI_49,5,10,25
107,Expert,QI_50,1.625,5,12.875
107,Expert,QI_51,5,25,60
107,Expert,QI_52,0.25,7,16
107,Expert,QI_53,0.0625,0.4,5.575
107,Expert,QI_54,0.05,0.5,3.3125
107,Expert,QI_55,0.3125,2,6.5
107,Expert,QI_56,3.75,15,43.125
107,Expert,QI_57,0.0001,10,21.25
107,Expert,QI_58,0.2,1,6
107,Expert,QI_59,0.0001,1,7.428571429
107,Expert,QI_60,0.071428571,2,18.71428571
107,Expert,QI_61,0.0001,1,3.571428571
107,Expert,QI_62,0.0001,1,8.714285714
107,Expert,QI_63,0.0001,5,14
107,Expert,QI_64,0.571428571,7,36.57142857
107,Expert,QI_65,0.0001,1.5,6
107,Expert,QI_66,4,16,40
107,Expert,QI_67,0.3625,2.5,7.5625
107,Expert,QI_68,0.1375,1.6,6.55
107,Expert,QI_69,4,12,30
107,Expert,QI_70,1.05,6,16.125
107,Expert,QI_71,0.142857143,4,14.28571429
107,Expert,QI_72,0.357142857,1,6.142857143
107,Expert,QI_73,0.071428571,2,7.142857143
107,Expert,QI_74,3.125,20,31.25
107,Expert,QI_75,0.875,2,11
107,Expert,QI_76,0.428571429,12,35.14285714
107,Expert,QI_77,0.114285714,0.5,5
107,Expert,QI_78,0.357142857,1,6.142857143
107,Expert,QI_79,10,20,45
107,Expert,QI_80,0.1625,0.5,4.4375
107,Expert,QI_81,0.1625,0.5,5.5625
107,Expert,QI_82,0.357142857,1,4.857142857
107,Expert,QI_83,1.625,5,16.25
107,Expert,QI_84,0.75,3,16.5
107,Expert,QI_85,19.375,25,64.375
107,Expert,QI_86,1.625,5,16.25
107,Expert,QI_87,0.0001,3,18.42857143
107,Expert,QI_88,0.028571429,0.8,7.485714286
107,Expert,QI_89,0.0001,6,8.571428571
107,Expert,QI_90,5.875,25,41.875
107,Expert,QI_91,0.75,3,16.5
107,Expert,QI_92,0.0001,15,47.14285714
107,Expert,QI_93,0.0001,0.6,6.257142857
107,Expert,QI_94,0.0001,0.5,3.714285714
107,Expert,QI_95,8,18,40
107,Expert,QI_96,0.05,0.5,4.4375
107,Expert,QI_97,0.125,0.8,8.9
107,Expert,QI_98,0.0001,0.9,7.457142857
107,Expert,QI_99,0.375,6,21.75
107,Expert,QI_100,0.3125,2,13.25
107,Expert,QI_101,14.375,20,53.75
107,Expert,QI_102,0.625,4,13
107,Expert,QI_103,0.04625,0.08,0.125
107,Expert,QI_104,0.1,0.5,0.7
107,Expert,QI_105,15.5,20,26.75
107,Expert,QI_106,19.375,25,30.625
107,Expert,QI_107,30.8125,41.5,51.0625
107,Expert,QI_108,7.375,13,15.25
107,Expert,QI_109,2.9375,3.5,5.1875
107,Expert,QI_110,2.375,3.5,5.1875
107,Expert,QI_111,4.875,6,10.5
107,Expert,QI_112,1.75,4,13
107,Expert,QI_113,0.3125,2,6.5
107,Expert,QI_114,1.75,4,16.375
107,Expert,QI_115,0.1875,3,5.25
107,Expert,QI_116,0.75,3,6.375
107,Expert,QI_117,3.5,8,21.5
107,Expert,QI_118,1.625,5,16.25
107,Expert,QI_119,1.75,4,13
107,Expert,QI_120,2.625,6,16.125
107,Expert,QI_121,0.175,0.4,1.6375
107,Expert,QI_122,2.875,4,13
107,Expert,QI_123,2.875,4,13
107,Expert,QI_124,1.75,4,13
107,Expert,QI_125,1.1875,4,16.375
107,Expert,QI_126,2.75,5,12.875
107,Expert,QI_127,0.875,2,11
107,Expert,QI_128,4,12,20
107,Expert,QI_129,0.4375,1,4.375
107,Expert,QI_130,2.375,8,21.5
107,Expert,QI_131,3.5,8,15.875
107,Expert,QI_132,1.625,5,12.875
107,Expert,QI_133,0.625,4,8.5
107,Expert,QI_134,0.875,2,6.5
107,Expert,QI_135,1.625,5,16.25
107,Expert,QI_136,3,6,20
107,Expert,QI_137,0.0001,3,11.4
107,Expert,QI_138,0.0001,2,8.75
107,Expert,QI_139,0.75,3,19.875
107,Expert,QI_140,0.0001,2,6.5
107,Expert,QI_141,0.1875,3,8.625
107,Expert,QI_142,1.5,6,27.375
107,Expert,QI_143,0.625,4,17.5
107,Expert,QI_144,0.625,4,16.375
107,Expert,QI_145,2.5,7,19.375
107,Expert,QI_146,0.0875,0.2,1.1
107,Expert,QI_147,2.8125,4.5,16.3125
107,Expert,QI_148,2.8125,4.5,16.3125
107,Expert,QI_149,0.65,2,8.75
107,Expert,QI_150,0.75,3,13.125
107,Expert,QI_151,0.6875,3.5,10.8125
107,Expert,QI_152,0.8125,2.5,13.1875
107,Expert,QI_153,2,11,21.125
107,Expert,QI_154,0.1625,0.5,3.3125
107,Expert,QI_155,1.5,6,16.125
107,Expert,QI_156,1.25,8,17
107,Expert,QI_157,0.625,4,13
107,Expert,QI_158,0.1875,3,8.625
107,Expert,QI_159,0.8125,2.5,8.6875
107,Expert,QI_160,2.375,8,27.125
107,Expert,QI_161,3,8,25
108,Expert,CAL_3,220,400,1120
108,Expert,CAL_7,301.4285714,1195,1201.428571
108,Expert,CAL_8,164.5,1195,1199.5
108,Expert,CAL_9,164.5,1195,1199.5
108,Expert,CAL_11,450,600,1200
108,Expert,CAL_13,800,1000,1200
108,Expert,CAL_14,164.5,1195,1199.5
108,Expert,CAL_15,750.625,1195,1200.625
108,Expert,CAL_16,26.25,60,93.75
108,Expert,CAL_17,0.875,2,5.375
108,Expert,CAL_19,5.9,50,95
108,Expert,CAL_20,5.9,50,95
108,Expert,CAL_21,4.9,40,94
108,Expert,CAL_25,0.0001,20,110
108,Expert,CAL_27,0.0001,60,98.57142857
108,Expert,QI_31,0.0001,65,99.9999
108,Expert,QI_32,0.0001,15,60
108,Expert,QI_33,0.0001,20,50
108,Expert,QI_34,0.0001,5,12.5
108,Expert,QI_35,0.0001,10,26.875
108,Expert,QI_36,0.0001,50,99.9999
108,Expert,QI_37,32,50,95
108,Expert,QI_38,1.9,10,19
108,Expert,QI_39,1,5,10
108,Expert,QI_40,0.0001,25,89.28571429
108,Expert,QI_41,1,10,25
108,Expert,QI_42,5.9,50,95
108,Expert,QI_43,1,10,30
108,Expert,QI_44,0.0001,40,85
108,Expert,QI_45,0.0001,10,35.71428571
108,Expert,QI_46,0.0001,30,87.85714286
108,Expert,QI_47,0.0001,30,55.71428571
108,Expert,QI_48,0.0001,20,97.14285714
108,Expert,QI_49,1,25,40
108,Expert,QI_50,1,15,40
108,Expert,QI_51,1.875,75,99.9999
108,Expert,QI_52,3.571428571,10,42.14285714
108,Expert,QI_53,0.0001,30,60
108,Expert,QI_54,0.0001,5,11.42857143
108,Expert,QI_55,0.0001,10,32.5
108,Expert,QI_56,1,40,60
108,Expert,QI_57,30,60,99.9999
108,Expert,QI_58,1,10,20
108,Expert,QI_59,1,2,10
108,Expert,QI_60,0.0001,20,86
108,Expert,QI_61,0.5,5,27.5
108,Expert,QI_62,5.9,50,95
108,Expert,QI_63,1,5,20
108,Expert,QI_64,0.0001,50,82.14285714
108,Expert,QI_65,0.0001,50,75.71428571
108,Expert,QI_66,0.0001,30,87.85714286
108,Expert,QI_67,0.0001,30,55.71428571
108,Expert,QI_68,0.0001,20,97.14285714
108,Expert,QI_69,0.0001,25,44.28571429
108,Expert,QI_70,1,20,40
108,Expert,QI_71,0.0001,20,32.85714286
108,Expert,QI_72,0.0001,25,41.875
108,Expert,QI_73,3,15,50
108,Expert,QI_74,0.0001,30,65.29411765
108,Expert,QI_75,1.25,35,51.875
108,Expert,QI_76,0.625,40,85
108,Expert,QI_77,0.0001,30,65.29411765
108,Expert,QI_78,0.0001,20,31.25
108,Expert,QI_79,0.0001,50,83.75
108,Expert,QI_80,0.0001,5,11.42857143
108,Expert,QI_81,0.0001,30,65.29411765
108,Expert,QI_82,0.0001,30,65.29411765
108,Expert,QI_83,0.0001,10,22.85714286
108,Expert,QI_84,0.0001,30,65.29411765
108,Expert,QI_85,0.5,5,16.25
108,Expert,QI_86,0.0001,30,65.29411765
108,Expert,QI_87,0.0001,15,34.28571429
108,Expert,QI_88,0.0001,20,26.42857143
108,Expert,QI_89,0.0001,10,61.42857143
108,Expert,QI_90,0.0001,30,65.29411765
108,Expert,QI_91,3.125,20,65
108,Expert,QI_92,0.0001,35,99.9999
108,Expert,QI_93,0.0001,30,65.29411765
108,Expert,QI_94,0.0001,15,20.625
108,Expert,QI_95,5,50,80
108,Expert,QI_96,1,3,10
108,Expert,QI_97,0.0001,30,65.29411765
108,Expert,QI_98,0.0001,30,65.29411765
108,Expert,QI_99,0.0001,20,25.625
108,Expert,QI_100,0.0001,30,65.29411765
108,Expert,QI_101,0.875,2,5.375
108,Expert,QI_102,0.0001,30,65.29411765
108,Expert,QI_103,0.0001,0.05,0.1
108,Expert,QI_104,0.0001,0.2,0.5
108,Expert,QI_105,3.375,18,25.875
108,Expert,QI_106,22.28571429,30,36.42857143
108,Expert,QI_107,32.85714286,42.5,52.14285714
108,Expert,QI_108,5,9.3,15
108,Expert,QI_109,1,3.1,5
108,Expert,QI_110,1,3.1,5
108,Expert,QI_111,1,3.1,5
108,Expert,QI_112,1,3,4
108,Expert,QI_113,1,5,20
108,Expert,QI_114,0.5,5,10.625
108,Expert,QI_115,0.5,5,10.625
108,Expert,QI_116,0.0001,10,26.875
108,Expert,QI_117,0.0001,20,53.75
108,Expert,QI_118,0.0001,10,15.625
108,Expert,QI_119,0.0001,30,52.5
108,Expert,QI_120,1,20,30
108,Expert,QI_121,0.0001,5,13.82352941
108,Expert,QI_122,1,35,65
108,Expert,QI_123,1,5,15
108,Expert,QI_124,1,5,10
108,Expert,QI_125,0.0001,20,57.5
108,Expert,QI_126,0.5,2,6.5
108,Expert,QI_127,0.5,2,6.5
108,Expert,QI_128,1,8,20
108,Expert,QI_129,0.0001,3,6.529411765
108,Expert,QI_130,1,15,30
108,Expert,QI_131,0.0001,10,32.5
108,Expert,QI_132,5,30,70
108,Expert,QI_133,0.0001,15,30
108,Expert,QI_134,1,7,15
108,Expert,QI_135,2,20,30
108,Expert,QI_136,5,10,20
108,Expert,QI_137,1,4,5
108,Expert,QI_138,0.375,6,27.375
108,Expert,QI_139,0.0001,8,17
108,Expert,QI_140,0.142857143,4,9.142857143
108,Expert,QI_141,0.0001,15,40.71428571
108,Expert,QI_142,0.0001,30,75
108,Expert,QI_143,1,8,15
108,Expert,QI_144,0.0001,40,55
108,Expert,QI_145,1,25,40
108,Expert,QI_146,0.0001,5,13.82352941
108,Expert,QI_147,0.0001,45,90
108,Expert,QI_148,1,5,15
108,Expert,QI_149,0.5,5,10.625
108,Expert,QI_150,0.5,2,6.5
108,Expert,QI_151,0.75,1.5,2.25
108,Expert,QI_152,1,2,5
108,Expert,QI_153,1,7,15
108,Expert,QI_154,0.235294118,2,3.764705882
108,Expert,QI_155,1,15,30
108,Expert,QI_156,0.0001,8,26
108,Expert,QI_157,5,35,80
108,Expert,QI_158,0.0001,10,27.64705882
108,Expert,QI_159,1,9,17
108,Expert,QI_160,0.0001,25,36.25
108,Expert,QI_161,5,15,30
109,Expert,CAL_3,475,700,812.5
109,Expert,CAL_7,287.5,400,512.5
109,Expert,CAL_8,193.75,250,418.75
109,Expert,CAL_9,187.5,300,412.5
109,Expert,CAL_11,371.4285714,500,757.1428571
109,Expert,CAL_13,271.4285714,400,528.5714286
109,Expert,CAL_14,887.5,1000,1112.5
109,Expert,CAL_15,571.4285714,700,828.5714286
109,Expert,CAL_16,4.285714286,30,81.42857143
109,Expert,CAL_17,0.142857143,4,6.571428571
109,Expert,CAL_19,10.71428571,30,120
109,Expert,CAL_20,1.857142857,7,17.28571429
109,Expert,CAL_21,1.625,5,21.875
109,Expert,CAL_25,4.375,10,26.875
109,Expert,CAL_27,4.375,10,21.25
109,Expert,QI_31,8.125,25,64.375
109,Expert,QI_32,0.0001,5,17.85714286
109,Expert,QI_33,0.357142857,1,6.142857143
109,Expert,QI_34,0.0875,0.2,1.1
109,Expert,QI_35,0.0001,8,17
109,Expert,QI_36,3.571428571,10,22.85714286
109,Expert,QI_37,0.0001,10,55
109,Expert,QI_38,0.0001,0.5,6.285714286
109,Expert,QI_39,0.0001,1,7
109,Expert,QI_40,0.0001,1,7
109,Expert,QI_41,0.0001,1,7
109,Expert,QI_42,0.0001,2,14
109,Expert,QI_43,0.428571429,3,9.428571429
109,Expert,QI_44,2.142857143,15,40.71428571
109,Expert,QI_45,0.0001,4,11.71428571
109,Expert,QI_46,4.285714286,30,94.28571429
109,Expert,QI_47,0.75,3,22.125
109,Expert,QI_48,0.0001,1,6.142857143
109,Expert,QI_49,3.75,15,26.25
109,Expert,QI_50,4.142857143,8,23.42857143
109,Expert,QI_51,0.0001,20,65
109,Expert,QI_52,0.0001,4,13
109,Expert,QI_53,0.0001,1,3.571428571
109,Expert,QI_54,0.071428571,0.2,0.585714286
109,Expert,QI_55,0.0001,6,15
109,Expert,QI_56,6,12,31.5
109,Expert,QI_57,0.0001,20,80
109,Expert,QI_58,0.0001,0.5,6.285714286
109,Expert,QI_59,0.0001,0.5,2.75
109,Expert,QI_60,0.0001,2,11
109,Expert,QI_61,0.0001,0.5,5
109,Expert,QI_62,0.0001,0.5,2.428571429
109,Expert,QI_63,0.214285714,1.5,6
109,Expert,QI_64,1.142857143,5,11.42857143
109,Expert,QI_65,0.0001,2,3.5
109,Expert,QI_66,2.5,25,92.5
109,Expert,QI_67,0.428571429,3,24.85714286
109,Expert,QI_68,0.0001,1,6.142857143
109,Expert,QI_69,2.142857143,15,27.85714286
109,Expert,QI_70,1.142857143,5,24.28571429
109,Expert,QI_71,2.375,8,15.875
109,Expert,QI_72,0.4375,1,2.125
109,Expert,QI_73,0.0125,0.8,1.5875
109,Expert,QI_74,0.0001,40,85
109,Expert,QI_75,0.125,8,21.5
109,Expert,QI_76,0.357142857,1,8.714285714
109,Expert,QI_77,1,10,16.42857143
109,Expert,QI_78,0.214285714,1.5,4.714285714
109,Expert,QI_79,0.0001,20,76.25
109,Expert,QI_80,0.0625,4,16.375
109,Expert,QI_81,0.0001,3,18.42857143
109,Expert,QI_82,0.0001,3,18.42857143
109,Expert,QI_83,2.142857143,15,34.28571429
109,Expert,QI_84,2.857142857,35,86.42857143
109,Expert,QI_85,0.0001,20,98.75
109,Expert,QI_86,0.0001,25,82.85714286
109,Expert,QI_87,3.571428571,10,20.28571429
109,Expert,QI_88,0.414285714,0.8,1.7
109,Expert,QI_89,0.0001,1.2,2.228571429
109,Expert,QI_90,0.0001,50,99.9999
109,Expert,QI_91,0.0001,10,29.28571429
109,Expert,QI_92,0.428571429,3,18.42857143
109,Expert,QI_93,2.142857143,15,27.85714286
109,Expert,QI_94,0.0001,1,2.285714286
109,Expert,QI_95,0.0001,10,61.42857143
109,Expert,QI_96,0.0001,2,12.28571429
109,Expert,QI_97,0.0001,4,28
109,Expert,QI_98,0.0001,5,27.5
109,Expert,QI_99,2.285714286,10,29.28571429
109,Expert,QI_100,0.0001,25,92.5
109,Expert,QI_101,0.0001,10,74.28571429
109,Expert,QI_102,0.0001,20,80
109,Expert,QI_103,0.054285714,0.08,0.105714286
109,Expert,QI_104,0.042857143,0.3,0.557142857
109,Expert,QI_105,14,20,27.5
109,Expert,QI_106,25.4,28.1,30.54285714
109,Expert,QI_107,35,38,41
109,Expert,QI_108,7.685714286,13.6,17.97142857
109,Expert,QI_109,2.5,4,5.5
109,Expert,QI_110,1.35,3.3,4.35
109,Expert,QI_111,2.85,6.3,8.85
109,Expert,QI_112,0.075,0.3,1.0875
109,Expert,QI_113,0.01,0.05,1
109,Expert,QI_114,0.285714286,8,23.42857143
109,Expert,QI_115,0.142857143,4,11.71428571
109,Expert,QI_116,0.375,1.5,3.1875
109,Expert,QI_117,0.075,0.3,5.5875
109,Expert,QI_118,0.3125,2,5.375
109,Expert,QI_119,1.5,6,21.75
109,Expert,QI_120,0.0001,25,57.14285714
109,Expert,QI_121,0.0001,1,2.285714286
109,Expert,QI_122,2.125,10,43.75
109,Expert,QI_123,0.0001,10,32.5
109,Expert,QI_124,0.0001,3,12
109,Expert,QI_125,0.0001,10,48.57142857
109,Expert,QI_126,0.125,8,27.125
109,Expert,QI_127,0.0001,5,11.42857143
109,Expert,QI_128,1,10,22.85714286
